symbol,exchange,first_seen,last_seen,trading_days,source,universe_reason,data_status
2239,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2241,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2243,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2247,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2248,TWSE,2018-09-11,2026-08-19,1927,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2250,TWSE,2021-05-31,2026-08-20,1272,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2254,TWSE,2021-11-26,2026-08-19,1146,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2258,TWSE,2024-01-05,2026-08-19,633,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2301,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2302,TWSE,2018-01-02,2026-08-20,2100,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2303,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2305,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2308,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2311,TWSE,2018-01-02,2018-04-17,67,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,EXCLUDE_INSUFFICIENT_HISTORY
2312,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2313,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2314,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2316,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2317,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2321,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2323,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2324,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2325,TWSE,2018-01-02,2018-04-17,67,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,EXCLUDE_INSUFFICIENT_HISTORY
2327,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2328,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2329,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2330,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2331,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2332,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2337,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2338,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2340,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2342,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2344,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2345,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2347,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2348,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2349,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2351,TWSE,2018-01-02,2026-08-20,2100,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2352,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2353,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2354,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2355,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2356,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2357,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2358,TWSE,2018-01-02,2024-04-03,1522,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2359,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2360,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2362,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2363,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2364,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2365,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2367,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2368,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2369,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2371,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2373,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2374,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2375,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2376,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2377,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2379,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2380,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2382,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2383,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2385,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2387,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2388,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2390,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2392,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2393,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2395,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2397,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2399,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2401,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2402,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2404,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2405,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2406,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2408,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2409,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2412,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2413,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2414,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2415,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2417,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2419,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2420,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2421,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2423,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2424,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2425,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2426,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2427,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2428,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2429,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2430,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2431,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2432,TWSE,2023-05-31,2026-08-19,783,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2433,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2434,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2436,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2438,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2439,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2440,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2441,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2442,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2443,TWSE,2018-01-02,2024-04-03,1510,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2444,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2448,TWSE,2018-01-02,2020-12-23,727,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2449,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2450,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2451,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2453,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2454,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2455,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2456,TWSE,2018-01-02,2021-12-28,968,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2457,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2458,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2459,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2460,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2461,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2462,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2464,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2465,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2466,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2467,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2468,TWSE,2018-01-02,2026-08-20,2100,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2471,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2472,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2474,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2475,TWSE,2018-01-02,2019-05-10,327,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2476,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2477,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2478,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2480,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2481,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2482,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2483,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2484,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2485,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2486,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2488,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2489,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2491,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2492,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2493,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2495,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2496,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2497,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2498,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2499,TWSE,2018-01-02,2020-04-06,547,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
2501,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2504,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2505,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2506,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2509,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2511,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2514,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2515,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2516,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2520,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2524,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2527,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2528,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2530,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2534,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2535,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2536,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2537,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2538,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2539,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2540,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2542,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2543,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2545,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2546,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2547,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2548,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2597,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2601,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2603,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2605,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2606,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2607,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2608,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2609,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2610,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2611,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2612,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2613,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2614,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2615,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2616,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2617,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2618,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2630,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2633,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2634,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
2636,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
