symbol,exchange,first_seen,last_seen,trading_days,source,universe_reason,data_status
5525,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5531,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5533,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5534,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5538,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5546,TWSE,2020-05-20,2026-08-20,1523,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
5607,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5608,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5706,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5871,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5876,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5880,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5906,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
5907,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6005,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6024,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6108,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6112,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6115,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6116,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6117,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6120,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6128,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6131,TWSE,2018-01-02,2020-11-24,480,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6133,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6136,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6139,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6141,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6142,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6145,TWSE,2018-01-02,2018-09-17,173,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6152,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6153,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6155,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6164,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6165,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6166,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6168,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6172,TWSE,2018-01-02,2021-11-17,923,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6176,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6177,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6183,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6184,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6189,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6191,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6192,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6196,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6197,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6201,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6202,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6205,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6206,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6209,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6213,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6214,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6215,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6216,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6224,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6225,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6226,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6230,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6235,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6239,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6243,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6251,TWSE,2018-01-02,2022-08-12,1118,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6257,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6269,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6271,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6272,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6277,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6278,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6281,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6282,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6283,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6285,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6288,TWSE,2018-05-09,2025-08-04,1765,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6289,TWSE,2018-01-02,2022-09-23,1139,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6405,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6409,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6412,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6414,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6415,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6416,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6422,TWSE,2018-01-02,2018-09-19,176,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6423,TWSE,2026-01-22,2026-08-19,137,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6426,TWSE,2018-01-02,2021-03-23,780,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6431,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6438,TWSE,2018-01-02,2021-01-18,742,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6442,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6443,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6446,TWSE,2018-01-02,2024-01-24,1476,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6449,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6451,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6452,TWSE,2018-01-02,2020-08-17,639,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6456,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6464,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6472,TWSE,2018-01-02,2023-12-18,1450,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6477,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6491,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6504,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6505,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6515,TWSE,2019-11-19,2026-08-19,1640,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6525,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6526,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6531,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6533,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6534,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6541,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6550,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6552,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6558,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6573,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6579,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6581,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6582,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6585,TWSE,2022-05-20,2026-08-20,1034,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6589,TWSE,2019-06-28,2025-07-18,1471,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6591,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6592,TWSE,2018-10-15,2026-08-19,1905,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6598,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6605,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6606,TWSE,2023-03-24,2026-08-20,828,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6614,TWSE,2024-09-03,2026-08-19,475,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6625,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6641,TWSE,2018-09-21,2026-08-19,1919,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6645,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6655,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6657,TWSE,2018-08-08,2026-08-19,1951,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6658,TWSE,2021-11-05,2026-08-19,1161,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6666,TWSE,2018-11-19,2026-08-19,1880,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6668,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6669,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6670,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6671,TWSE,2018-12-11,2026-08-19,1864,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6672,TWSE,2018-01-16,2026-08-19,2085,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6674,TWSE,2018-01-02,2026-08-19,2095,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6689,TWSE,2022-09-13,2026-08-20,954,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6691,TWSE,2018-08-08,2026-08-19,1951,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6695,TWSE,2018-12-28,2026-08-19,1851,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6698,TWSE,2018-10-17,2026-08-19,1903,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6706,TWSE,2018-11-19,2026-08-19,1880,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6715,TWSE,2018-11-15,2026-08-19,1882,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6719,TWSE,2022-01-14,2026-08-19,1112,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6722,TWSE,2023-05-16,2026-08-19,794,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6742,TWSE,2021-11-08,2026-08-19,1160,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6743,TWSE,2019-12-05,2026-08-19,1628,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6753,TWSE,2021-01-12,2026-08-19,1358,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6754,TWSE,2019-10-16,2026-08-19,1664,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6756,TWSE,2019-12-20,2026-08-19,1617,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6757,TWSE,2023-08-15,2026-08-20,733,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6768,TWSE,2021-04-22,2026-08-19,1297,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6770,TWSE,2020-12-09,2026-08-19,1381,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6771,TWSE,2024-05-17,2026-08-20,550,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6776,TWSE,2020-03-25,2026-08-19,1558,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6781,TWSE,2021-03-22,2026-08-19,1317,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6782,TWSE,2020-08-14,2026-08-19,1461,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6789,TWSE,2021-04-07,2026-08-19,1308,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6790,TWSE,2020-10-27,2026-08-19,1412,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6792,TWSE,2021-12-08,2026-08-20,1139,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6794,TWSE,2020-12-25,2026-08-19,1369,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6796,TWSE,2021-04-16,2026-08-19,1301,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6799,TWSE,2020-11-27,2026-08-19,1389,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6805,TWSE,2020-11-20,2026-08-19,1394,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6806,TWSE,2021-11-10,2026-06-22,1114,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6807,TWSE,2022-04-25,2026-08-19,1051,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6830,TWSE,2021-07-27,2026-08-19,1231,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6831,TWSE,2021-08-11,2026-08-19,1220,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6834,TWSE,2021-08-25,2026-08-19,1210,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6835,TWSE,2021-08-04,2026-08-19,1225,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6838,TWSE,2021-10-07,2026-08-19,1181,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6854,TWSE,2022-08-19,2026-08-19,969,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6861,TWSE,2021-11-30,2026-08-19,1144,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6862,TWSE,2024-10-23,2026-08-19,443,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6863,TWSE,2023-03-23,2026-08-19,828,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6869,TWSE,2022-01-19,2026-08-19,1109,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6873,TWSE,2021-12-28,2026-08-19,1124,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6885,TWSE,2022-06-24,2026-08-19,1009,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6887,TWSE,2025-03-13,2026-08-19,352,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6890,TWSE,2024-06-12,2026-08-19,532,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6901,TWSE,2022-07-25,2026-08-19,988,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6902,TWSE,2023-07-18,2026-08-19,751,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6906,TWSE,2022-12-15,2026-08-19,887,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6908,TWSE,2022-09-13,2026-08-19,953,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6909,TWSE,2023-03-30,2026-08-19,823,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6914,TWSE,2023-01-06,2026-08-19,872,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6916,TWSE,2022-10-31,2026-08-19,920,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6918,TWSE,2023-01-06,2026-08-19,872,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6919,TWSE,2024-10-04,2026-08-20,451,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6921,TWSE,2025-12-24,2026-08-19,157,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6923,TWSE,2023-03-30,2026-08-19,823,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6924,TWSE,2024-12-06,2026-08-19,412,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6928,TWSE,2023-05-03,2026-08-19,803,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6931,TWSE,2022-12-27,2026-08-19,879,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6933,TWSE,2023-11-08,2026-08-19,674,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6934,TWSE,2024-06-25,2026-08-19,523,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6936,TWSE,2023-03-24,2026-08-19,827,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6937,TWSE,2023-03-30,2026-08-19,823,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6944,TWSE,2023-04-27,2026-08-19,806,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6947,TWSE,2023-07-26,2026-08-19,745,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6949,TWSE,2024-03-08,2026-08-19,596,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6951,TWSE,2023-05-24,2026-08-19,788,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
6952,TWSE,2024-06-13,2026-08-20,530,FinMind TaiwanStockPrice,current TWSE issuer or official TWSE delisting record,READY
6955,TWSE,2023-07-26,2026-08-19,745,"Yahoo bootstrap, OHLC/calendar validated",current TWSE issuer or official TWSE delisting record,READY
