symbol,name,exchange,listing_date,registration,industry_code,preferred_shares,source,instrument_type,is_ky,point_in_time_complete,is_suspended,is_disposition,is_full_cash_delivery,snapshot_date
1449,佳和,TWSE,1992-05-06,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1451,年興,TWSE,1992-12-21,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1452,宏益,TWSE,1992-12-28,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1453,大將,TWSE,1993-04-19,－,14,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1454,台富,TWSE,1993-05-07,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1455,集盛,TWSE,1993-10-07,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1456,怡華,TWSE,1993-12-09,－,14,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1457,宜進,TWSE,1994-10-20,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1459,聯發,TWSE,1994-10-26,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1460,宏遠,TWSE,1995-04-28,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1463,強盛新,TWSE,1996-12-05,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1464,得力,TWSE,1997-01-18,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1465,偉全,TWSE,1997-09-08,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1466,聚隆,TWSE,1998-04-04,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1467,南緯,TWSE,1998-12-21,－,04,65414906,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1468,昶和,TWSE,1999-01-21,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1470,大統新創,TWSE,1999-05-21,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1471,首利,TWSE,2000-03-06,－,28,5000000,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1472,三洋實業,TWSE,2000-09-11,－,14,17500000,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1473,台南,TWSE,2000-09-11,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1474,弘裕,TWSE,2000-10-31,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1475,業旺,TWSE,2000-10-27,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1476,儒鴻,TWSE,2001-04-18,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1477,聚陽,TWSE,2003-01-21,－,04,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1503,士電,TWSE,1969-12-15,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1504,東元,TWSE,1973-11-05,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1506,正道,TWSE,1980-08-11,－,05,166000000,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1512,瑞利,TWSE,1994-01-28,－,12,32669876,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1513,中興電,TWSE,1994-03-08,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1514,亞力,TWSE,1994-03-26,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1515,力山,TWSE,1995-02-04,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1516,川飛,TWSE,1995-04-01,－,20,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1517,利奇,TWSE,1995-11-14,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1519,華城,TWSE,1997-04-16,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1521,大億,TWSE,1997-10-06,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1522,堤維西,TWSE,1997-10-06,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1524,耿鼎,TWSE,1998-10-30,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1525,江申,TWSE,1999-05-15,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1526,日馳,TWSE,2000-03-27,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1527,鑽全,TWSE,2000-06-21,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1528,恩德,TWSE,2000-09-11,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1529,樂事綠能,TWSE,2000-09-11,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1530,亞崴,TWSE,2000-09-11,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1531,高林股,TWSE,2000-09-11,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1532,勤美,TWSE,2000-09-11,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1533,車王電,TWSE,2001-04-06,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1535,中宇,TWSE,2001-09-17,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1536,和大,TWSE,2001-09-17,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1537,廣隆,TWSE,2002-01-22,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1538,正峰,TWSE,2002-08-26,－,05,24033643,TWSE t187ap03_L,stock,False,False,False,False,True,2026-08-21
1539,巨庭,TWSE,2002-10-29,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1540,喬福,TWSE,2002-08-26,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1541,錩泰,TWSE,2003-03-19,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1558,伸興,TWSE,2014-12-23,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1560,中砂,TWSE,2005-01-31,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1563,巧新,TWSE,2024-05-13,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1568,倉佑,TWSE,2014-05-14,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1582,信錦,TWSE,2009-12-17,－,28,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1583,程泰,TWSE,2008-01-24,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1587,吉茂,TWSE,2018-04-16,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1589,永冠-KY,TWSE,2012-04-27,KY 開曼群島,05,0,TWSE t187ap03_L,stock,True,False,False,False,False,2026-08-21
1590,亞德客-KY,TWSE,2010-12-13,KY 開曼群島,05,0,TWSE t187ap03_L,stock,True,False,False,False,False,2026-08-21
1597,直得,TWSE,2020-12-23,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1598,岱宇,TWSE,2016-09-20,－,37,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1603,華電,TWSE,1968-06-03,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1604,聲寶,TWSE,1970-12-14,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1605,華新,TWSE,1972-11-03,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1608,華榮,TWSE,1988-07-11,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1609,大亞,TWSE,1988-12-12,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1611,中電,TWSE,1990-01-16,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1612,宏泰,TWSE,1993-05-08,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1614,三洋電,TWSE,1997-09-18,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1615,大山,TWSE,2000-03-30,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1616,億泰,TWSE,2000-09-11,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1617,榮星,TWSE,2000-09-11,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1618,合機,TWSE,2000-09-11,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1623,大東電,TWSE,2026-01-22,－,06,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1626,艾美特-KY,TWSE,2013-03-21,KY 開曼群島,06,0,TWSE t187ap03_L,stock,True,False,False,False,False,2026-08-21
1702,南僑,TWSE,1973-05-30,－,02,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1707,葡萄王,TWSE,1982-12-20,－,22,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1708,東鹼,TWSE,1986-06-16,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1709,和益,TWSE,1986-07-03,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1710,東聯,TWSE,1987-10-21,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1711,永光,TWSE,1988-12-27,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1712,興農,TWSE,1989-12-14,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1713,國化,TWSE,1990-01-31,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1714,和桐,TWSE,1991-08-30,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1717,長興,TWSE,1994-03-31,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1718,中纖,TWSE,1963-12-02,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1720,生達,TWSE,1995-12-12,－,22,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1721,三晃,TWSE,1996-05-16,－,21,19168520,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1722,台肥,TWSE,1998-03-24,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1723,中碳,TWSE,1998-11-27,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1725,元禎,TWSE,2000-09-11,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1726,永記,TWSE,2000-09-11,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1727,中華化,TWSE,2000-09-11,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1730,花仙子,TWSE,2001-09-17,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1731,美吾華,TWSE,2001-09-17,－,22,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1732,毛寶,TWSE,2001-09-17,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1733,五鼎,TWSE,2001-09-17,－,22,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1734,杏輝,TWSE,2002-08-26,－,22,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1735,日勝化,TWSE,2002-08-26,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1736,喬山,TWSE,2003-01-09,－,37,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1737,臺鹽,TWSE,2003-11-18,－,02,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1752,南光,TWSE,2022-01-19,－,22,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1760,寶齡富錦,TWSE,2018-01-23,－,22,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1762,中化生,TWSE,2010-12-20,－,22,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1773,勝一,TWSE,2009-02-27,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1776,展宇,TWSE,2016-05-09,－,21,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1783,和康生,TWSE,2013-12-20,－,22,8702040,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1786,科妍,TWSE,2013-11-12,－,22,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1789,神隆,TWSE,2011-09-29,－,22,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1795,美時,TWSE,2019-12-16,－,22,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1802,台玻,TWSE,1973-07-20,－,08,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1805,寶徠,TWSE,1989-10-20,－,14,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1806,冠軍,TWSE,1992-09-29,－,08,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1808,潤隆,TWSE,1994-10-26,－,14,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1809,中釉,TWSE,1996-04-30,－,08,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1810,和成,TWSE,1991-10-14,－,08,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1817,凱撒衛,TWSE,2013-10-24,－,08,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1903,士紙,TWSE,1963-12-09,－,09,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1904,正隆,TWSE,1971-09-10,－,09,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1905,華紙,TWSE,1975-02-07,－,09,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1906,寶隆,TWSE,1976-04-26,－,09,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1907,永豐餘,TWSE,1977-02-22,－,09,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
1909,榮成,TWSE,1985-11-19,－,09,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2002,中鋼,TWSE,1974-12-26,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2006,東和鋼鐵,TWSE,1988-07-13,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2007,燁興,TWSE,1988-10-04,－,10,361185683,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2008,高興昌,TWSE,1988-12-28,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2009,第一銅,TWSE,1989-10-20,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2010,春源,TWSE,1989-12-22,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2012,春雨,TWSE,1991-10-17,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2013,中鋼構,TWSE,1992-01-21,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2014,中鴻,TWSE,1992-02-20,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2015,豐興,TWSE,1992-05-25,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2017,官田鋼,TWSE,1992-11-02,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2020,美亞,TWSE,1993-04-27,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2022,聚亨,TWSE,1995-03-27,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2023,燁輝,TWSE,1995-07-28,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2024,志聯,TWSE,1995-12-30,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2025,千興,TWSE,1996-02-08,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2027,大成鋼,TWSE,1996-10-24,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2028,威致,TWSE,1996-12-13,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2029,盛餘,TWSE,1997-01-11,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2030,彰源,TWSE,1998-12-24,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2031,新光鋼,TWSE,2000-09-11,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2032,新鋼,TWSE,2000-09-11,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2033,佳大,TWSE,2000-09-11,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2034,允強,TWSE,2001-09-17,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2038,海光,TWSE,2008-12-30,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2049,上銀,TWSE,2009-06-26,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2059,川湖,TWSE,2008-06-25,－,28,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2062,橋椿,TWSE,2007-11-16,－,38,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2069,運錩,TWSE,2016-03-22,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2072,世紀風電,TWSE,2026-03-26,－,35,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2101,南港,TWSE,1963-11-01,－,11,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2102,泰豐,TWSE,1979-07-16,－,11,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2103,台橡,TWSE,1982-09-25,－,11,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2104,國際中橡,TWSE,1986-07-15,－,11,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2105,正新,TWSE,1987-12-07,－,11,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2106,建大,TWSE,1990-12-20,－,11,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2107,厚生,TWSE,1992-03-03,－,11,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2108,南帝,TWSE,1992-10-27,－,11,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2109,華豐,TWSE,2000-05-08,－,11,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2114,鑫永銓,TWSE,2010-12-29,－,11,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2115,六暉-KY,TWSE,2013-12-25,KY 開曼群島,12,0,TWSE t187ap03_L,stock,True,False,False,False,False,2026-08-21
2201,裕隆,TWSE,1976-07-08,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2204,中華,TWSE,1991-03-12,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2206,三陽工業,TWSE,1996-07-29,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2207,和泰車,TWSE,1997-02-25,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2208,台船,TWSE,2008-12-22,－,15,176024881,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2211,長榮鋼,TWSE,2021-04-12,－,10,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2227,裕日車,TWSE,2004-12-21,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2228,劍麟,TWSE,2013-11-25,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2231,為升,TWSE,2010-11-19,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2233,宇隆,TWSE,2019-09-17,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2236,百達-KY,TWSE,2015-06-03,KY 開曼群島,12,0,TWSE t187ap03_L,stock,True,False,False,False,False,2026-08-21
2237,華德動能-創,TWSE,2026-08-10,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2239,英利-KY,TWSE,2016-01-27,KY 開曼群島,12,0,TWSE t187ap03_L,stock,True,False,False,False,False,2026-08-21
2241,艾姆勒,TWSE,2020-08-26,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2243,宏旭-KY,TWSE,2017-09-27,KY 開曼群島,12,8000000,TWSE t187ap03_L,stock,True,False,False,False,False,2026-08-21
2247,汎德永業,TWSE,2020-10-12,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2248,華勝-KY,TWSE,2025-03-13,KY 開曼群島,12,0,TWSE t187ap03_L,stock,True,False,False,False,False,2026-08-21
2250,IKKA-KY,TWSE,2021-05-31,KY 開曼群島,12,0,TWSE t187ap03_L,stock,True,False,False,False,False,2026-08-21
2254,巨鎧精密-創,TWSE,2023-10-20,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2258,鴻華先進-創,TWSE,2023-11-20,－,12,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2301,光寶科,TWSE,1995-11-17,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2302,麗正,TWSE,1985-01-15,－,24,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2303,聯電,TWSE,1985-07-16,－,24,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2305,全友,TWSE,1988-10-21,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2308,台達電,TWSE,1988-12-19,－,28,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2312,金寶,TWSE,1989-11-07,－,31,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2313,華通,TWSE,1990-07-24,－,28,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2314,台揚,TWSE,1990-08-08,－,27,2470000,TWSE t187ap03_L,stock,False,False,False,False,True,2026-08-21
2316,楠梓電,TWSE,1991-02-05,－,28,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2317,鴻海,TWSE,1991-06-18,－,31,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2321,東訊,TWSE,1991-11-08,－,27,8750053,TWSE t187ap03_L,stock,False,False,False,False,True,2026-08-21
2323,中環,TWSE,1992-02-17,－,26,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2324,仁寶,TWSE,1992-02-18,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2327,國巨*,TWSE,1993-10-22,－,28,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2328,廣宇,TWSE,1993-11-09,－,28,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2329,華泰,TWSE,1994-04-20,－,24,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2330,台積電,TWSE,1994-09-05,－,24,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2331,精英,TWSE,1994-09-21,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2332,友訊,TWSE,1994-10-17,－,27,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2337,旺宏,TWSE,1995-03-15,－,24,55651,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2338,光罩,TWSE,1995-04-17,－,24,63370000,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2340,台亞,TWSE,1995-05-02,－,24,60000000,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2342,茂矽,TWSE,1995-09-19,－,24,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2344,華邦電,TWSE,1995-10-18,－,24,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2345,智邦,TWSE,1995-11-15,－,27,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2347,聯強,TWSE,1995-12-13,－,29,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2348,海悅,TWSE,1996-01-05,－,20,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2349,錸德,TWSE,1996-04-23,－,26,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2351,順德,TWSE,1996-04-25,－,24,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2352,佳世達,TWSE,1996-07-22,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2353,宏碁,TWSE,1996-09-18,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2354,鴻準,TWSE,1996-10-08,－,31,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2355,敬鵬,TWSE,1996-10-14,－,28,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2356,英業達,TWSE,1996-11-13,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2357,華碩,TWSE,1996-11-14,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2359,所羅門,TWSE,1996-12-19,－,31,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2360,致茂,TWSE,1996-12-21,－,31,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2362,藍天,TWSE,1997-04-02,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2363,矽統,TWSE,1997-08-01,－,24,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2364,倫飛,TWSE,1997-08-11,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2365,昆盈,TWSE,1997-11-03,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2367,燿華,TWSE,1997-12-13,－,28,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2368,金像電,TWSE,1998-03-09,－,28,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2369,菱生,TWSE,1998-04-10,－,24,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2371,大同,TWSE,1962-02-09,－,05,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2373,震旦行,TWSE,1991-08-01,－,31,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2374,佳能,TWSE,1995-01-16,－,26,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2375,凱美,TWSE,1998-08-29,－,28,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2376,技嘉,TWSE,1998-09-24,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2377,微星,TWSE,1998-10-31,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2379,瑞昱,TWSE,1998-10-26,－,24,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2380,虹光,TWSE,1998-12-03,－,25,9539303,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
2382,廣達,TWSE,1999-01-08,－,25,0,TWSE t187ap03_L,stock,False,False,False,False,False,2026-08-21
