symbol,exchange,rows,first_date,last_date,duplicate_dates,invalid_ohlcv_rows,max_field_missing_ratio,missing_trading_day_ratio,has_120_days,downloaded
6561,TPEx,1995,2018-06-05,2026-08-19,0,0,0.0,0.0005010020040080443,True,True
6568,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6569,TPEx,2083,2018-01-02,2026-08-19,0,0,0.0,0.005727923627684928,True,True
6570,TPEx,2074,2018-01-02,2026-08-19,0,0,0.0,0.010023866348448651,True,True
6574,TPEx,1658,2018-01-02,2026-08-19,0,0,0.0,0.2085918854415274,True,True
6576,TPEx,1979,2018-06-29,2026-08-19,0,0,0.0,0.0,True,True
6577,TPEx,2076,2018-01-02,2026-08-19,0,0,0.0,0.009069212410501182,True,True
6578,TPEx,1922,2018-09-18,2026-08-19,0,0,0.0,0.0,True,True
6584,TPEx,792,2023-05-18,2026-08-19,0,0,0.0,0.0,True,True
6588,TPEx,1484,2020-07-01,2026-08-19,0,0,0.0,0.006028131279303461,True,True
6590,TPEx,1812,2018-12-24,2026-08-19,0,0,0.0,0.023180592991913773,True,True
6593,TPEx,1994,2018-01-02,2026-08-19,0,0,0.0,0.04821002386634843,True,True
6596,TPEx,2084,2018-01-04,2026-08-19,0,0,0.0,0.004300047778308613,True,True
6597,TPEx,296,2025-05-08,2026-08-19,0,0,0.0,0.060317460317460325,True,True
6603,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6609,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6612,TPEx,1964,2018-07-18,2026-08-19,0,0,0.0,0.0010172939979654627,True,True
6613,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
6615,TPEx,2032,2018-01-22,2026-08-19,0,0,0.0,0.023546371936568944,True,True
6616,TPEx,2053,2018-01-10,2026-08-19,0,0,0.0,0.017233125897558654,True,True
6617,TPEx,528,2024-06-18,2026-08-19,0,0,0.0,0.0,True,True
6620,TPEx,157,2025-12-23,2026-08-19,0,0,0.0,0.0,True,True
6624,TPEx,1661,2019-05-28,2026-08-19,0,0,0.0,0.05517633674630262,True,True
6629,TPEx,1597,2019-06-06,2026-08-19,0,0,0.0,0.08794974300399772,True,True
6637,TPEx,528,2024-06-18,2026-08-19,0,0,0.0,0.0,True,True
6640,TPEx,1865,2018-10-23,2026-08-19,0,0,0.0,0.017904160084254883,True,True
6642,TPEx,1662,2019-09-23,2026-08-19,0,0,0.0,0.009535160905840279,True,True
6643,TPEx,1835,2019-01-23,2026-08-19,0,0,0.0,0.0,True,True
6649,TPEx,1739,2019-06-05,2026-08-19,0,0,0.0,0.007420091324200961,True,True
6651,TPEx,1344,2021-02-01,2026-08-19,0,0,0.0,0.0,True,True
6654,TPEx,1850,2018-10-23,2026-08-19,0,0,0.0,0.025803054239073142,True,True
6661,TPEx,1306,2021-01-27,2026-08-19,0,0,0.0,0.03043801039346694,True,True
6662,TPEx,1727,2019-03-26,2026-08-18,0,0,0.0,0.040022234574763726,True,True
6664,TPEx,1926,2018-09-12,2026-08-19,0,0,0.0,0.0,True,True
6667,TPEx,1884,2018-11-13,2026-08-19,0,0,0.0,0.0,True,True
6679,TPEx,1771,2019-05-09,2026-08-19,0,0,0.0,0.0,True,True
6680,TPEx,1401,2019-09-16,2026-08-19,0,0,0.0,0.16755793226381466,True,True
6683,TPEx,1782,2019-04-23,2026-08-19,0,0,0.0,0.0,True,True
6684,TPEx,1219,2021-08-11,2026-08-19,0,0,0.0,0.0008196721311475308,True,True
6690,TPEx,1650,2019-10-30,2026-08-19,0,0,0.0,0.00241837968561065,True,True
6692,TPEx,610,2024-02-02,2026-08-19,0,0,0.0,0.004893964110929905,True,True
6693,TPEx,1088,2022-03-01,2026-08-19,0,0,0.0,0.0,True,True
6697,TPEx,1553,2019-12-26,2026-08-19,0,0,0.0,0.03719776813391196,True,True
6703,TPEx,1417,2020-10-20,2026-08-19,0,0,0.0,0.0,True,True
6708,TPEx,861,2022-12-29,2026-08-19,0,0,0.0,0.018244013683010207,True,True
6712,TPEx,1359,2021-01-08,2026-08-19,0,0,0.0,0.0007352941176470562,True,True
6716,TPEx,1548,2020-03-27,2026-08-19,0,0,0.0,0.005141388174807249,True,True
6720,TPEx,413,2024-12-04,2026-08-19,0,0,0.0,0.0024154589371980784,True,True
6721,TPEx,996,2022-04-29,2026-08-19,0,0,0.0,0.04871060171919772,True,True
6725,TPEx,153,2025-12-30,2026-08-19,0,0,0.0,0.0,True,True
6727,TPEx,1387,2020-12-01,2026-08-19,0,0,0.0,0.0,True,True
6728,TPEx,1365,2020-12-25,2026-08-19,0,0,0.0,0.0029218407596786067,True,True
6730,TPEx,163,2025-12-10,2026-08-19,0,0,0.0,0.01807228915662651,True,True
6732,TPEx,1508,2020-06-08,2026-08-19,0,0,0.0,0.0,True,True
6733,TPEx,1346,2021-01-28,2026-08-19,0,0,0.0,0.0,True,True
6735,TPEx,1036,2022-04-29,2026-08-19,0,0,0.0,0.010506208213944657,True,True
6739,TPEx,476,2024-09-02,2026-08-19,0,0,0.0,0.0,True,True
6741,TPEx,1274,2021-05-25,2026-08-19,0,0,0.0,0.0007843137254901489,True,True
6751,TPEx,1349,2020-12-25,2026-08-19,0,0,0.0,0.014609203798393033,True,True
6752,TPEx,1314,2020-12-10,2026-08-19,0,0,0.0,0.047826086956521685,True,True
6761,TPEx,1159,2021-11-08,2026-08-19,0,0,0.0,0.0008620689655172153,True,True
6762,TPEx,1171,2020-12-18,2026-08-17,0,0,0.0,0.14650145772594747,True,True
6763,TPEx,1070,2022-03-15,2026-08-19,0,0,0.0,0.007421150278293154,True,True
6767,TPEx,1331,2021-01-25,2026-08-19,0,0,0.0,0.013343217197924417,True,True
6785,TPEx,620,2024-01-24,2026-08-19,0,0,0.0,0.0,True,True
6788,TPEx,1187,2021-09-29,2026-08-19,0,0,0.0,0.0,True,True
6791,TPEx,909,2022-11-14,2026-08-19,0,0,0.0,0.001098901098901095,True,True
6803,TPEx,2092,2018-01-02,2026-08-19,0,0,0.0,0.0014319809069212042,True,True
6804,TPEx,1058,2022-03-31,2026-08-19,0,0,0.0,0.007504690431519689,True,True
6811,TPEx,977,2022-08-09,2026-08-19,0,0,0.0,0.0,True,True
6821,TPEx,790,2023-05-22,2026-08-19,0,0,0.0,0.0,True,True
6823,TPEx,998,2022-06-30,2026-08-19,0,0,0.0,0.006965174129353269,True,True
6829,TPEx,1080,2022-03-11,2026-08-19,0,0,0.0,0.0,True,True
6840,TPEx,808,2023-03-24,2026-08-19,0,0,0.0,0.022974607013301118,True,True
6841,TPEx,844,2023-03-01,2026-08-19,0,0,0.0,0.0,True,True
6843,TPEx,887,2022-11-21,2026-08-19,0,0,0.0,0.019889502762430955,True,True
6844,TPEx,583,2024-03-08,2026-08-19,0,0,0.0,0.021812080536912748,True,True
6846,TPEx,779,2023-05-15,2026-08-19,0,0,0.0,0.020125786163522008,True,True
6855,TPEx,881,2022-10-06,2026-08-19,0,0,0.0,0.058760683760683774,True,True
6856,TPEx,600,2023-10-27,2026-08-19,0,0,0.0,0.12023460410557185,True,True
6859,TPEx,898,2022-11-28,2026-08-19,0,0,0.0,0.0022222222222222365,True,True
6865,TPEx,857,2023-01-11,2026-08-14,0,0,0.0,0.010392609699769073,True,True
6870,TPEx,710,2023-09-14,2026-08-19,0,0,0.0,0.0,True,True
6872,TPEx,356,2025-03-07,2026-08-19,0,0,0.0,0.0,True,True
6874,TPEx,888,2022-12-14,2026-08-19,0,0,0.0,0.0,True,True
6875,TPEx,584,2024-03-26,2026-08-19,0,0,0.0,0.0,True,True
6877,TPEx,771,2023-06-16,2026-08-19,0,0,0.0,0.0,True,True
6881,TPEx,508,2024-05-21,2026-08-19,0,0,0.0,0.07129798903107865,True,True
6884,TPEx,155,2025-12-17,2026-08-19,0,0,0.0,0.037267080745341574,True,True
6894,TPEx,651,2023-11-29,2026-08-19,0,0,0.0,0.012139605462822445,True,True
6895,TPEx,727,2023-08-22,2026-08-19,0,0,0.0,0.0,True,True
6899,TPEx,573,2024-04-08,2026-08-19,0,0,0.0,0.006932409012131768,True,True
6903,TPEx,532,2024-06-12,2026-08-19,0,0,0.0,0.0,True,True
6904,TPEx,560,2023-12-05,2026-08-18,0,0,0.0,0.1437308868501529,True,True
6907,TPEx,132,2026-01-29,2026-08-19,0,0,0.0,0.0,True,True
6910,TPEx,165,2025-12-11,2026-08-19,0,0,0.0,0.0,True,True
6913,TPEx,456,2024-10-01,2026-08-19,0,0,0.0,0.0,True,True
6922,TPEx,673,2023-11-09,2026-08-19,0,0,0.0,0.0,True,True
6925,TPEx,301,2025-05-28,2026-08-19,0,0,0.0,0.0,True,True
6929,TPEx,558,2024-03-28,2026-08-19,0,0,0.0,0.04123711340206182,True,True
6945,TPEx,52,2026-06-05,2026-08-19,0,0,0.0,0.0,False,True
6953,TPEx,549,2024-05-13,2026-08-19,0,0,0.0,0.007233273056057921,True,True
6961,TPEx,137,2026-01-22,2026-08-19,0,0,0.0,0.0,True,True
6967,TPEx,456,2024-09-25,2026-08-19,0,0,0.0,0.008695652173912993,True,True
6968,TPEx,488,2024-08-14,2026-08-19,0,0,0.0,0.002044989775051076,True,True
6971,TPEx,212,2025-10-02,2026-08-19,0,0,0.0,0.0,True,True
6982,TPEx,404,2024-12-18,2026-08-19,0,0,0.0,0.0,True,True
6983,TPEx,61,2026-05-25,2026-08-19,0,0,0.0,0.0,False,True
6986,TPEx,38,2026-06-26,2026-08-19,0,0,0.0,0.0,False,True
6996,TPEx,410,2024-12-10,2026-08-19,0,0,0.0,0.0,True,True
6997,TPEx,361,2024-12-16,2026-08-19,0,0,0.0,0.11083743842364535,True,True
7402,TPEx,1996,2018-01-02,2026-08-19,0,0,0.0,0.04725536992840096,True,True
7547,TPEx,258,2025-07-29,2026-08-19,0,0,0.0,0.0,True,True
7556,TPEx,1393,2020-10-30,2026-08-19,0,0,0.0,0.011355571327182346,True,True
7584,TPEx,498,2024-07-26,2026-08-19,0,0,0.0,0.007968127490039834,True,True
7642,TPEx,305,2025-05-22,2026-08-19,0,0,0.0,0.0,True,True
7703,TPEx,429,2024-11-13,2026-08-19,0,0,0.0,0.0,True,True
7704,TPEx,404,2024-12-16,2026-08-19,0,0,0.0,0.0049261083743842304,True,True
7708,TPEx,423,2024-11-15,2026-08-19,0,0,0.0,0.00936768149882905,True,True
7709,TPEx,352,2025-02-25,2026-08-19,0,0,0.0,0.030303030303030276,True,True
7712,TPEx,397,2024-12-26,2026-08-19,0,0,0.0,0.002512562814070307,True,True
7713,TPEx,350,2025-02-24,2026-08-19,0,0,0.0,0.038461538461538436,True,True
7714,TPEx,385,2025-01-15,2026-08-19,0,0,0.0,0.0,True,True
7715,TPEx,385,2025-01-15,2026-08-19,0,0,0.0,0.0,True,True
7716,TPEx,160,2025-10-28,2026-08-18,0,0,0.0,0.18367346938775508,True,True
7717,TPEx,183,2025-11-17,2026-08-19,0,0,0.0,0.0,True,True
7718,TPEx,347,2025-03-18,2026-08-19,0,0,0.0,0.005730659025787954,True,True
7723,TPEx,320,2025-04-30,2026-08-19,0,0,0.0,0.0,True,True
7728,TPEx,357,2025-03-06,2026-08-19,0,0,0.0,0.0,True,True
7734,TPEx,362,2025-02-26,2026-08-19,0,0,0.0,0.0,True,True
7738,TPEx,204,2025-10-16,2026-08-19,0,0,0.0,0.0,True,True
7743,TPEx,295,2025-05-20,2026-08-19,0,0,0.0,0.039087947882736174,True,True
7744,TPEx,175,2025-11-27,2026-08-19,0,0,0.0,0.0,True,True
7747,TPEx,263,2025-07-11,2026-08-19,0,0,0.0,0.025925925925925908,True,True
7751,TPEx,238,2025-08-26,2026-08-19,0,0,0.0,0.0,True,True
7753,TPEx,249,2025-08-11,2026-08-19,0,0,0.0,0.0,True,True
7757,TPEx,202,2025-10-20,2026-08-19,0,0,0.0,0.0,True,True
7767,TPEx,164,2025-12-10,2026-08-19,0,0,0.0,0.012048192771084376,True,True
7770,TPEx,162,2025-12-10,2026-08-19,0,0,0.0,0.02409638554216864,True,True
7772,TPEx,72,2026-05-08,2026-08-19,0,0,0.0,0.0,False,True
7777,TPEx,158,2025-12-22,2026-08-19,0,0,0.0,0.0,True,True
7782,TPEx,188,2025-10-28,2026-08-19,0,0,0.0,0.045685279187817285,True,True
7792,TPEx,133,2026-01-28,2026-08-19,0,0,0.0,0.0,True,True
7794,TPEx,84,2026-04-20,2026-08-19,0,0,0.0,0.0117647058823529,False,True
7805,TPEx,158,2025-12-22,2026-08-19,0,0,0.0,0.0,True,True
7810,TPEx,157,2025-12-23,2026-08-19,0,0,0.0,0.0,True,True
7811,TPEx,101,2026-03-25,2026-08-19,0,0,0.0,0.0,False,True
7814,TPEx,25,2026-07-16,2026-08-19,0,0,0.0,0.0,False,True
7819,TPEx,59,2026-05-27,2026-08-19,0,0,0.0,0.0,False,True
7820,TPEx,80,2026-04-27,2026-08-19,0,0,0.0,0.0,False,True
7828,TPEx,83,2026-04-22,2026-08-19,0,0,0.0,0.0,False,True
7839,TPEx,46,2026-06-15,2026-08-19,0,0,0.0,0.0,False,True
7842,TPEx,70,2026-05-11,2026-08-19,0,0,0.0,0.014084507042253502,False,True
8024,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
8027,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8032,TPEx,2064,2018-01-02,2026-08-19,0,0,0.0,0.01479713603818611,True,True
8034,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
8038,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8040,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
8042,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
8043,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8044,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
8047,TPEx,2003,2018-01-02,2026-08-19,0,0,0.0,0.043914081145584705,True,True
8048,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
8049,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8050,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
8054,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8059,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
8064,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8066,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
8067,TPEx,1871,2018-01-02,2026-08-19,0,0,0.0,0.10692124105011935,True,True
8068,TPEx,2092,2018-01-02,2026-08-19,0,0,0.0,0.0014319809069212042,True,True
8069,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8071,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8074,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8076,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8077,TPEx,1586,2018-01-02,2026-08-19,0,0,0.0,0.2429594272076372,True,True
8080,TPEx,1772,2018-01-02,2026-08-19,0,0,0.0,0.1541766109785203,True,True
8083,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8084,TPEx,2086,2018-01-02,2026-08-19,0,0,0.0,0.0042959427207637235,True,True
8085,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
8086,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
8087,TPEx,1931,2018-01-02,2026-08-19,0,0,0.0,0.07828162291169449,True,True
8088,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8089,TPEx,1432,2020-09-23,2026-08-19,0,0,0.0,0.0006978367062107083,True,True
8091,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8092,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8093,TPEx,2075,2018-01-02,2026-08-19,0,0,0.0,0.009546539379474916,True,True
8096,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8097,TPEx,2091,2018-01-02,2026-08-19,0,0,0.0,0.0019093078758949389,True,True
8099,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8102,TPEx,152,2025-12-22,2026-08-19,0,0,0.0,0.03797468354430378,True,True
8107,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8109,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8111,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8121,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8147,TPEx,2081,2018-01-02,2026-08-19,0,0,0.0,0.006682577565632508,True,True
8155,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8171,TPEx,2089,2018-01-02,2026-08-19,0,0,0.0,0.0028639618138425194,True,True
8176,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8182,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8183,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8227,TPEx,884,2022-12-20,2026-08-19,0,0,0.0,0.0,True,True
8234,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8240,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
8255,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8272,TPEx,438,2024-10-23,2026-08-19,0,0,0.0,0.011286681715575675,True,True
8277,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8279,TPEx,2056,2018-01-02,2026-08-19,0,0,0.0,0.018615751789976098,True,True
8284,TPEx,1517,2020-05-18,2026-08-19,0,0,0.0,0.003939592908732803,True,True
8289,TPEx,2089,2018-01-02,2026-08-19,0,0,0.0,0.0028639618138425194,True,True
8291,TPEx,1366,2018-01-02,2026-08-19,0,0,0.0,0.3479713603818616,True,True
8299,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8342,TPEx,1895,2018-01-02,2026-08-19,0,0,0.0,0.09546539379474939,True,True
8349,TPEx,2091,2018-01-02,2026-08-19,0,0,0.0,0.0019093078758949389,True,True
8354,TPEx,2084,2018-01-02,2026-08-19,0,0,0.0,0.005250596658711193,True,True
8358,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8383,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8390,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
8401,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8403,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8409,TPEx,2054,2018-01-02,2026-08-18,0,0,0.0,0.019102196752626588,True,True
8410,TPEx,2071,2018-01-02,2026-08-19,0,0,0.0,0.011455847255369966,True,True
8415,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8416,TPEx,2063,2018-01-02,2026-08-19,0,0,0.0,0.015274463007159955,True,True
8421,TPEx,2087,2018-01-02,2026-08-19,0,0,0.0,0.003818615751789989,True,True
8423,TPEx,1845,2018-01-02,2026-08-19,0,0,0.0,0.11933174224343679,True,True
8424,TPEx,2036,2018-01-02,2026-08-19,0,0,0.0,0.028162291169451126,True,True
8426,TPEx,2040,2018-01-02,2026-08-19,0,0,0.0,0.026252983293556076,True,True
8431,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8432,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
8433,TPEx,2083,2018-01-02,2026-08-19,0,0,0.0,0.005727923627684928,True,True
8435,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
8436,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8437,TPEx,2086,2018-01-02,2026-08-19,0,0,0.0,0.0042959427207637235,True,True
8440,TPEx,2040,2018-03-28,2026-08-19,0,0,0.0,0.0004899559039686086,True,True
8444,TPEx,2057,2018-01-02,2026-08-18,0,0,0.0,0.0176695319961796,True,True
8446,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
8450,TPEx,2092,2018-01-02,2026-08-19,0,0,0.0,0.0014319809069212042,True,True
8455,TPEx,1803,2018-01-02,2026-08-19,0,0,0.0,0.1393794749403341,True,True
8472,TPEx,1950,2018-01-02,2026-08-19,0,0,0.0,0.06921241050119331,True,True
8477,TPEx,2081,2018-01-02,2026-08-19,0,0,0.0,0.006682577565632508,True,True
8489,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
8905,TPEx,2043,2018-01-02,2026-08-19,0,0,0.0,0.02482100238663487,True,True
8906,TPEx,1973,2018-01-02,2026-08-19,0,0,0.0,0.05823389021479719,True,True
8908,TPEx,2060,2018-01-02,2026-08-19,0,0,0.0,0.01670644391408116,True,True
8916,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8917,TPEx,1632,2018-01-05,2026-08-19,0,0,0.0,0.21988527724665397,True,True
8921,TPEx,1318,2018-01-04,2026-08-19,0,0,0.0,0.37028189202102246,True,True
8923,TPEx,1646,2018-01-03,2026-08-19,0,0,0.0,0.21394460362941736,True,True
8924,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
8927,TPEx,2084,2018-01-02,2026-08-19,0,0,0.0,0.005250596658711193,True,True
8928,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
8929,TPEx,2075,2018-01-02,2026-08-19,0,0,0.0,0.009546539379474916,True,True
8930,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8931,TPEx,2081,2018-01-02,2026-08-19,0,0,0.0,0.006682577565632508,True,True
8932,TPEx,2072,2018-01-02,2026-08-19,0,0,0.0,0.010978520286396232,True,True
8933,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
8935,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
8936,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
8937,TPEx,2074,2018-01-02,2026-08-19,0,0,0.0,0.010023866348448651,True,True
8938,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
8941,TPEx,2000,2018-01-02,2026-08-19,0,0,0.0,0.04534606205250602,True,True
8942,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
9949,TPEx,2058,2018-01-02,2026-08-19,0,0,0.0,0.01766109785202863,True,True
9950,TPEx,2015,2018-01-02,2026-08-19,0,0,0.0,0.03818615751789978,True,True
9951,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
9960,TPEx,1968,2018-01-02,2026-08-19,0,0,0.0,0.060620525059665864,True,True
9962,TPEx,2091,2018-01-02,2026-08-19,0,0,0.0,0.0019093078758949389,True,True
1101,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1102,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1103,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1104,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1108,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1109,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1110,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1201,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1203,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1210,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1213,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1215,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1216,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1217,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1218,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1219,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1220,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1225,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1227,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1229,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1231,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1232,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1233,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1234,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1235,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1236,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1256,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1301,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1303,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1304,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1305,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1307,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1308,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1309,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1310,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1312,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1313,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1314,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1315,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1316,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1319,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1321,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1323,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1324,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1325,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1326,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1337,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1338,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1339,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1340,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
1341,TWSE,1855,2018-12-24,2026-08-19,0,0,0.0,0.0,True,True
1342,TWSE,1669,2019-10-07,2026-08-19,0,0,0.0,0.0,True,True
1402,TWSE,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
